Date,Name,Average_Prices_SA_SM
1996-06-01,Poole,66125.490712197599
1996-06-01,Portsmouth,53784.646609265765
1996-06-01,Powys,54247.564886336848
1996-06-01,Reading,66399.465064366814
1996-06-01,Redbridge,88143.644890449155
1996-06-01,Redcar And Cleveland,56414.702439378503
1996-06-01,Rhondda Cynon Taff,36346.614069547126
1996-06-01,Richmond Upon Thames,116838.4649368551
1996-06-01,Rochdale,48037.154744449697
1996-06-01,Rotherham,48353.291637958733
1996-06-01,Rutland,74642.14413386157
1996-06-01,Salford,47379.439587295274
1996-06-01,Sandwell,48382.767940718084
1996-06-01,Sefton,53843.784271132346
1996-06-01,Semi-All,56410.071537902098
1996-06-01,Sheffield,48641.333810463213
1996-06-01,Shropshire,61163.385681267595
1996-06-01,Slough,62181.12982806642
1996-06-01,Solihull,74269.209677432897
1996-06-01,Somerset,59239.252163649719
1996-06-01,South East,70644.214978739765
1996-06-01,South Gloucestershire,63726.033660790818
1996-06-01,South Tyneside,46972.656004240009
1996-06-01,South West,59078.609347359976
1996-06-01,South Yorkshire,48019.200289950109
1996-06-01,Southampton,53271.198291821835
1996-06-01,Southend-On-Sea,48564.247474946431
1996-06-01,Southwark,85013.085516552193
1996-06-01,St Helens,48978.239066663729
1996-06-01,Staffordshire,56488.691292476346
1996-06-01,Stockport,56535.807985097432
1996-06-01,Stockton-On-Tees,57502.116004082316
1996-06-01,Stoke-On-Trent,39335.221443857015
1996-06-01,Suffolk,55404.047454542277
1996-06-01,Sunderland,48349.008698366284
1996-06-01,Surrey,97573.706725430195
1996-06-01,Sutton,80547.764824102327
1996-06-01,Swansea,49919.780567695721
1996-06-01,Swindon,56794.084788719185
1996-06-01,Tameside,47093.140881438507
1996-06-01,Terrace-All,46360.672515044389
1996-06-01,The Vale Of Glamorgan,62988.610795811393
1996-06-01,Thurrock,52124.660404558555
1996-06-01,Torbay,55144.370019423899
1996-06-01,Torfaen,44814.216369223068
1996-06-01,Tower Hamlets,93465.658453283948
1996-06-01,Trafford,63217.981702539415
1996-06-01,Tyne And Wear,48382.347321351852
1996-06-01,Wakefield,53843.162057242553
1996-06-01,Wales,48758.640381811754
1996-06-01,Walsall,53422.545028960019
1996-06-01,Waltham Forest,65190.387625848649
1996-06-01,Wandsworth,91873.444709404503
1996-06-01,Warrington,61078.803172654661
1996-06-01,Warwickshire,63576.862153789007
1996-06-01,West Berkshire,80824.151108532198
1996-06-01,West Midlands,51467.346283986197
1996-06-01,West Midlands (region),55862.233286289564
1996-06-01,West Sussex,68602.017069254478
1996-06-01,West Yorkshire,53328.602960265402
1996-06-01,Wigan,47584.330208426509
1996-06-01,Wiltshire,67946.88121882113
1996-06-01,Windsor And Maidenhead,105757.10110159006
1996-06-01,Wirral,49220.418502881665
1996-06-01,Wokingham,94055.167759673379
1996-06-01,Wolverhampton,45583.284630463291
1996-06-01,Worcestershire,67050.743178927558
1996-06-01,Wrekin,56799.043366706079
1996-06-01,Wrexham,49536.325208546179
1996-06-01,York,63658.055179488809
1996-06-01,Yorks & Humber,54172.771125340281
1996-07-01,Barking And Dagenham,72915.861175650367
1996-07-01,Barnet,97783.568600913524
1996-07-01,Barnsley,46243.828870609723
1996-07-01,Bath And North East Somerset,70104.401993950305
1996-07-01,Bedford,55798.919243217329
1996-07-01,Bexley,78101.998878067592
1996-07-01,Birmingham,50315.358325986454
1996-07-01,Blackburn With Darwen,42209.165186776656
1996-07-01,Blackpool,45222.644919432998
1996-07-01,Blaenau Gwent,32757.887233886853
1996-07-01,Bolton,47798.963789885704
1996-07-01,Bournemouth,56912.650886072595
1996-07-01,Bracknell Forest,77838.194167210415
1996-07-01,Bradford,49738.394245615324
1996-07-01,Brent,78443.879811349063
1996-07-01,Bridgend,56179.961592370564
1996-07-01,Brighton And Hove,54074.603805159451
1996-07-01,Bromley,89476.328223375443
1996-07-01,Buckinghamshire,87166.228944175047
1996-07-01,Bury,48486.49529344085
1996-07-01,Caerphilly,46720.506040817061
1996-07-01,Calderdale,47985.56160568929
1996-07-01,Cambridgeshire,63569.35442903619
1996-07-01,Camden,140683.47748391432
1996-07-01,Cardiff,54227.963609196457
1996-07-01,Carmarthenshire,45060.241102931854
1996-07-01,Central Bedfordshire,62353.653570091337
1996-07-01,Ceredigion,56957.52792318345
1996-07-01,Cheshire East,60949.923971812947
1996-07-01,Cheshire West And Chester,62835.688230857188
1996-07-01,City Of Bristol,49481.316993013854
1996-07-01,City Of Derby,44298.999931947837
1996-07-01,City Of Kingston Upon Hull,44215.21490622346
1996-07-01,City Of Nottingham,43079.343707867083
1996-07-01,City Of Peterborough,46045.550596783971
1996-07-01,City Of Plymouth,44442.416994691856
1996-07-01,City Of Westminster,152565.42978242881
1996-07-01,Conwy,52477.883589861514
1996-07-01,Cornwall,54221.174483575116
1996-07-01,Coventry,45150.063550623447
1996-07-01,Croydon,80067.13040541079
1996-07-01,Cumbria,50612.479424184865
1996-07-01,Darlington,51995.665904703121
1996-07-01,Denbighshire,49513.549273873454
1996-07-01,Derbyshire,50861.241972716962
1996-07-01,Detached-All,90666.558715523235
1996-07-01,Devon,60991.401284147454
1996-07-01,Doncaster,46639.367322182057
1996-07-01,Dorset,69507.914253643175
1996-07-01,Dudley,54989.163210380233
1996-07-01,Durham,46740.218510875231
1996-07-01,E&W-All,59032.787443070476
1996-07-01,Ealing,87679.505116480301
1996-07-01,East,59991.385794229391
1996-07-01,East Midlands,51330.76565754896
1996-07-01,East Riding Of Yorkshire,59305.053090279449
1996-07-01,East Sussex,59931.477277025377
1996-07-01,Enfield,83628.747733649536
1996-07-01,Essex,64576.196210385766
1996-07-01,Flat-All,55212.499689615375
1996-07-01,Flintshire,52035.350812798446
1996-07-01,Gateshead,43671.884398283277
1996-07-01,Gloucestershire,62816.738438704801
1996-07-01,Greater London,94627.582206572173
1996-07-01,Greater Manchester,48554.46971738217
1996-07-01,Greenwich,75753.103189495276
1996-07-01,Gwynedd,46805.323308613413
1996-07-01,Hackney,75284.123136451701
1996-07-01,Halton,47726.75553872707
1996-07-01,Hammersmith And Fulham,124420.52481056059
1996-07-01,Hampshire,74658.431593409419
1996-07-01,Haringey,88213.322555225895
1996-07-01,Harrow,88619.7812013316
1996-07-01,Hartlepool,51760.286502494848
1996-07-01,Havering,85333.514293371758
1996-07-01,Herefordshire,65800.634120966715
1996-07-01,Hertfordshire,78417.42874061242
1996-07-01,Hillingdon,81269.703059291423
1996-07-01,Hounslow,87513.74529083955
1996-07-01,Isle Of Anglesey,46224.358735319685
1996-07-01,Isle Of Wight,49091.866115395867
1996-07-01,Islington,108432.84322300855
1996-07-01,Kensington And Chelsea,201834.23070508437
1996-07-01,Kent,63506.785656007516
1996-07-01,Kingston Upon Thames,90984.716983678998
1996-07-01,Kirklees,54103.473442995506
1996-07-01,Knowsley,54228.07308346119
1996-07-01,Lambeth,80290.251410462617
1996-07-01,Lancashire,52750.045178855529
1996-07-01,Leeds,55337.935049676809
1996-07-01,Leicester,44455.488756656705
1996-07-01,Leicestershire,60424.225603651619
1996-07-01,Lewisham,71809.886812287281
1996-07-01,Lincolnshire,50880.217543673876
1996-07-01,Liverpool,47984.053390453249
1996-07-01,London,94627.582206572173
1996-07-01,Luton,46172.638857872022
1996-07-01,Manchester,42021.074677259625
1996-07-01,Medway,51177.963452703691
1996-07-01,Merseyside,50240.334117543338
1996-07-01,Merthyr Tydfil,33029.296304088755
1996-07-01,Merton,87956.903972909829
1996-07-01,Middlesbrough,49601.133868622324
1996-07-01,Milton Keynes,56090.918178041793
1996-07-01,Monmouthshire,65729.140278084917
1996-07-01,Neath Port Talbot,43654.282521625668
1996-07-01,Newcastle Upon Tyne,48050.224367720846
1996-07-01,Newham,63520.86341032404
1996-07-01,Newport,49882.483881577959
1996-07-01,Norfolk,50662.062751616701
1996-07-01,North East,49343.421428207141
1996-07-01,North East Lincolnshire,44240.078902652684
1996-07-01,North Lincolnshire,48093.965319278759
1996-07-01,North Somerset,63634.019825011834
1996-07-01,North Tyneside,52355.124051468134
1996-07-01,North West,50491.153746599135
1996-07-01,North Yorkshire,63766.391240959616
1996-07-01,Northamptonshire,53766.70280526764
1996-07-01,Northumberland,54398.517157687354
1996-07-01,Nottinghamshire,53319.919893389408
1996-07-01,Oldham,42722.018573547364
1996-07-01,Oxfordshire,78971.942672524907
1996-07-01,Pembrokeshire,48208.329226516049
1996-07-01,Poole,67241.298289974002
1996-07-01,Portsmouth,53619.112723366932
1996-07-01,Powys,54502.666275544543
1996-07-01,Reading,66497.366226022859
1996-07-01,Redbridge,87909.53509898312
1996-07-01,Redcar And Cleveland,56419.642765668599
1996-07-01,Rhondda Cynon Taff,37102.857526069245
1996-07-01,Richmond Upon Thames,117629.18509923342
1996-07-01,Rochdale,47579.684442974853
1996-07-01,Rotherham,48495.468624465946
1996-07-01,Rutland,75933.039158255284
1996-07-01,Salford,47618.766939749206
1996-07-01,Sandwell,48559.900763355741
1996-07-01,Sefton,53416.451541307506
1996-07-01,Semi-All,55584.101667760428
1996-07-01,Sheffield,48047.914779691295
1996-07-01,Shropshire,60620.116793511421
1996-07-01,Slough,62840.748319632949
1996-07-01,Solihull,75822.88035760459
1996-07-01,Somerset,59303.789116128799
1996-07-01,South East,70736.248521405025
1996-07-01,South Gloucestershire,63494.052800885547
1996-07-01,South Tyneside,47277.313344954608
1996-07-01,South West,58651.899696741719
1996-07-01,South Yorkshire,47590.839959256256
1996-07-01,Southampton,53474.396261776346
1996-07-01,Southend-On-Sea,48260.753129528879
1996-07-01,Southwark,84480.50902455629
1996-07-01,St Helens,49230.38642940289
1996-07-01,Staffordshire,56318.128408443037
1996-07-01,Stockport,56748.925389365904
1996-07-01,Stockton-On-Tees,57253.065269603809
1996-07-01,Stoke-On-Trent,39591.936895539482
1996-07-01,Suffolk,55073.727757688583
1996-07-01,Sunderland,47237.754951952113
1996-07-01,Surrey,97668.972930573902
1996-07-01,Sutton,80450.773669559931
1996-07-01,Swansea,49580.216034622128
1996-07-01,Swindon,57038.285037348469
1996-07-01,Tameside,48088.567921714537
1996-07-01,Terrace-All,45982.060050487213
1996-07-01,The Vale Of Glamorgan,62536.021819941634
1996-07-01,Thurrock,52645.556685375872
1996-07-01,Torbay,55337.309846383781
1996-07-01,Torfaen,45443.543552742784
1996-07-01,Tower Hamlets,93197.132522524742
1996-07-01,Trafford,62517.416569889232
1996-07-01,Tyne And Wear,47947.133746120729
1996-07-01,Wakefield,53794.615046220533
1996-07-01,Wales,49510.679396124055
1996-07-01,Walsall,52434.534904179287
1996-07-01,Waltham Forest,65553.104020972867
1996-07-01,Wandsworth,93025.205318393055
1996-07-01,Warrington,60781.68354699148
1996-07-01,Warwickshire,63916.843321755434
1996-07-01,West Berkshire,81501.451992290386
1996-07-01,West Midlands,51462.793922661484
1996-07-01,West Midlands (region),55666.062992145962
1996-07-01,West Sussex,68738.511318057266
1996-07-01,West Yorkshire,52943.898557327673
1996-07-01,Wigan,47538.37466576579
1996-07-01,Wiltshire,68151.838524391074
1996-07-01,Windsor And Maidenhead,105790.6508924373
1996-07-01,Wirral,49183.439357217969
1996-07-01,Wokingham,94829.663943984458
1996-07-01,Wolverhampton,45405.826271677593
1996-07-01,Worcestershire,66461.005608251333
1996-07-01,Wrekin,57155.258879085632
1996-07-01,Wrexham,49607.63567295234
1996-07-01,York,63606.385128477035
1996-07-01,Yorks & Humber,53725.621190113859
1996-08-01,Barking And Dagenham,72449.521470088628
1996-08-01,Barnet,98104.406411543532
1996-08-01,Barnsley,46281.390608032576
1996-08-01,Bath And North East Somerset,70072.86306865685
1996-08-01,Bedford,55924.175276458998
1996-08-01,Bexley,77926.293728718258
1996-08-01,Birmingham,50002.682254916188
1996-08-01,Blackburn With Darwen,41894.343360423518
1996-08-01,Blackpool,45769.548226276063
1996-08-01,Blaenau Gwent,32593.852598599442
1996-08-01,Bolton,48019.577210390009
1996-08-01,Bournemouth,57187.876356593129
1996-08-01,Bracknell Forest,77774.151406590114
1996-08-01,Bradford,49312.657678801377
1996-08-01,Brent,78645.406340708389
1996-08-01,Bridgend,55912.301744660203
1996-08-01,Brighton And Hove,54332.341864269321
1996-08-01,Bromley,90177.937349427579
1996-08-01,Buckinghamshire,87817.785253418944
1996-08-01,Bury,48403.653029019639
1996-08-01,Caerphilly,46747.987486487269
1996-08-01,Calderdale,47166.631648625756
1996-08-01,Cambridgeshire,63693.937570450769
1996-08-01,Camden,141882.70363281685
1996-08-01,Cardiff,54400.675735446603
1996-08-01,Carmarthenshire,44635.276711201783
1996-08-01,Central Bedfordshire,62504.426300933948
1996-08-01,Ceredigion,57162.551115867558
1996-08-01,Cheshire East,60992.470624434987
1996-08-01,Cheshire West And Chester,62607.825962585484
1996-08-01,City Of Bristol,50012.672788435942
1996-08-01,City Of Derby,44054.676915112344
1996-08-01,City Of Kingston Upon Hull,44319.679632293446
1996-08-01,City Of Nottingham,43649.740918565076
1996-08-01,City Of Peterborough,46476.033291558058
1996-08-01,City Of Plymouth,44572.350978050556
1996-08-01,City Of Westminster,153800.64679621355
1996-08-01,Conwy,51565.559746942774
1996-08-01,Cornwall,54572.020694007726
1996-08-01,Coventry,44777.151304584164
1996-08-01,Croydon,79880.406328367302
1996-08-01,Cumbria,49977.889984842033
1996-08-01,Darlington,51274.806793834156
1996-08-01,Denbighshire,48744.576296644838
1996-08-01,Derbyshire,50691.968496008936
1996-08-01,Detached-All,91089.651457917251
1996-08-01,Devon,61129.196903886659
1996-08-01,Doncaster,46051.579051520013
1996-08-01,Dorset,69721.164916199195
1996-08-01,Dudley,54851.553708119311
1996-08-01,Durham,46155.511055819035
1996-08-01,E&W-All,59230.114673056196
1996-08-01,Ealing,89443.658535320646
1996-08-01,East,60628.499192612158
1996-08-01,East Midlands,51908.855786904081
1996-08-01,East Riding Of Yorkshire,58556.054383940245
1996-08-01,East Sussex,59942.203745048413
1996-08-01,Enfield,83108.244284841276
1996-08-01,Essex,64787.095933043893
1996-08-01,Flat-All,55937.439607479137
1996-08-01,Flintshire,51712.035590261352
1996-08-01,Gateshead,43897.202534633871
1996-08-01,Gloucestershire,62780.738480987515
1996-08-01,Greater London,95222.075424623283
1996-08-01,Greater Manchester,48311.612972616669
1996-08-01,Greenwich,76415.734880327203
1996-08-01,Gwynedd,46027.857109084165
1996-08-01,Hackney,76725.992860238402
1996-08-01,Halton,47684.975558954524
1996-08-01,Hammersmith And Fulham,125178.32917122595
1996-08-01,Hampshire,74648.522533737298
1996-08-01,Haringey,88854.358135644681
1996-08-01,Harrow,87942.661322326167
1996-08-01,Hartlepool,50677.278138823793
1996-08-01,Havering,85809.149567364337
1996-08-01,Herefordshire,66291.416071696949
1996-08-01,Hertfordshire,79054.665779203337
1996-08-01,Hillingdon,81976.031409756935
1996-08-01,Hounslow,87726.372049726298
1996-08-01,Isle Of Anglesey,46286.111016801027
1996-08-01,Isle Of Wight,48817.053827129588
1996-08-01,Islington,108716.37853366166
1996-08-01,Kensington And Chelsea,206188.36197768783
1996-08-01,Kent,63470.882450035788
1996-08-01,Kingston Upon Thames,91679.972044639173
1996-08-01,Kirklees,53161.45293340776
1996-08-01,Knowsley,55191.596165766961
1996-08-01,Lambeth,81643.910271471337
1996-08-01,Lancashire,52163.599653099627
1996-08-01,Leeds,55130.990651973421
1996-08-01,Leicester,44208.39053840049
1996-08-01,Leicestershire,60006.706845624278
1996-08-01,Lewisham,71374.465223194667
1996-08-01,Lincolnshire,51040.886618378936
1996-08-01,Liverpool,48407.185759184926
1996-08-01,London,95222.075424623283
1996-08-01,Luton,46541.686375826815
1996-08-01,Manchester,40733.336044208663
1996-08-01,Medway,51306.005844096821
1996-08-01,Merseyside,50233.258333786143
1996-08-01,Merthyr Tydfil,34224.582834821515
1996-08-01,Merton,89819.961295978064
1996-08-01,Middlesbrough,48795.834472949435
1996-08-01,Milton Keynes,56110.908086670737
1996-08-01,Monmouthshire,66418.356224812742
1996-08-01,Neath Port Talbot,43073.024989048048
1996-08-01,Newcastle Upon Tyne,47676.775996999051
1996-08-01,Newham,63853.237787644219
1996-08-01,Newport,50518.266200779326
1996-08-01,Norfolk,50616.223849287497
1996-08-01,North East,49186.476895417669
1996-08-01,North East Lincolnshire,44311.091228505669
1996-08-01,North Lincolnshire,47881.403357912328
1996-08-01,North Somerset,64234.499493501695
1996-08-01,North Tyneside,52504.200072913089
1996-08-01,North West,50285.842093860978
1996-08-01,North Yorkshire,63661.036480275216
1996-08-01,Northamptonshire,53891.270863883597
1996-08-01,Northumberland,54762.235544697323
1996-08-01,Nottinghamshire,53614.195086305765
1996-08-01,Oldham,42448.055064683322
1996-08-01,Oxfordshire,79062.989220304473
1996-08-01,Pembrokeshire,48280.157000927808
1996-08-01,Poole,67631.953184645943
1996-08-01,Portsmouth,53966.912793821881
1996-08-01,Powys,53749.631493735535
1996-08-01,Reading,66787.519251895137
1996-08-01,Redbridge,88941.620171993651
1996-08-01,Redcar And Cleveland,54608.300687465795
1996-08-01,Rhondda Cynon Taff,36506.018385604366
1996-08-01,Richmond Upon Thames,119641.02874417182
1996-08-01,Rochdale,48350.482322025877
1996-08-01,Rotherham,48330.776327780186
1996-08-01,Rutland,76068.909122161233
1996-08-01,Salford,47017.2769145321
1996-08-01,Sandwell,48424.626030127867
1996-08-01,Sefton,53629.513604476117
1996-08-01,Semi-All,55726.723657151801
1996-08-01,Sheffield,47399.324758527167
1996-08-01,Shropshire,60839.085925195643
1996-08-01,Slough,62325.589309343828
1996-08-01,Solihull,75816.879071604737
1996-08-01,Somerset,59204.620435021236
1996-08-01,South East,70837.409450148567
1996-08-01,South Gloucestershire,62876.222215233429
1996-08-01,South Tyneside,47443.700863462182
1996-08-01,South West,59036.11564529004
1996-08-01,South Yorkshire,47059.438509029344
1996-08-01,Southampton,53343.557267228563
1996-08-01,Southend-On-Sea,48463.524603224701
1996-08-01,Southwark,84035.647284666818
1996-08-01,St Helens,48126.470769988446
1996-08-01,Staffordshire,56375.510287343095
1996-08-01,Stockport,56405.141899373928
1996-08-01,Stockton-On-Tees,56575.133534331893
1996-08-01,Stoke-On-Trent,39626.140282127002
1996-08-01,Suffolk,54843.321791364317
1996-08-01,Sunderland,46983.148011730838
1996-08-01,Surrey,97538.347935249214
1996-08-01,Sutton,80903.15825630333
1996-08-01,Swansea,49499.844876595336
1996-08-01,Swindon,56964.674932349881
1996-08-01,Tameside,47651.392909478207
1996-08-01,Terrace-All,45918.338376061569
1996-08-01,The Vale Of Glamorgan,62360.02130115503
1996-08-01,Thurrock,52796.738582442318
1996-08-01,Torbay,54318.679369886675
1996-08-01,Torfaen,45531.043926109822
1996-08-01,Tower Hamlets,93650.350651242523
1996-08-01,Trafford,63105.777002439267
1996-08-01,Tyne And Wear,47830.183722793205
1996-08-01,Wakefield,53471.20585665309
1996-08-01,Wales,48626.802588726896
1996-08-01,Walsall,52783.361589096487
1996-08-01,Waltham Forest,66042.676664645609
1996-08-01,Wandsworth,93459.735799986956
1996-08-01,Warrington,60085.203108219597
1996-08-01,Warwickshire,64297.289941999792
1996-08-01,West Berkshire,81911.608565602874
1996-08-01,West Midlands,51237.763007364163
1996-08-01,West Midlands (region),55342.262312662286
1996-08-01,West Sussex,68928.04240826673
1996-08-01,West Yorkshire,52438.478200290629
1996-08-01,Wigan,47772.56624521513
1996-08-01,Wiltshire,68333.750499143935
1996-08-01,Windsor And Maidenhead,105842.19630196819
1996-08-01,Wirral,48709.496035310818
1996-08-01,Wokingham,95866.132101860523
1996-08-01,Wolverhampton,45606.106952665192
1996-08-01,Worcestershire,66437.806293845686
1996-08-01,Wrekin,56886.781246539678
1996-08-01,Wrexham,49297.41607024533
1996-08-01,York,62762.827246223431
1996-08-01,Yorks & Humber,53272.284266268092
1996-09-01,Barking And Dagenham,72948.399985726923
1996-09-01,Barnet,98555.757528554313
1996-09-01,Barnsley,46207.082232479275
1996-09-01,Bath And North East Somerset,69502.361922679993
1996-09-01,Bedford,56094.348653499706
1996-09-01,Bexley,77751.152334204424
1996-09-01,Birmingham,49716.778869496848
1996-09-01,Blackburn With Darwen,41383.926387264088
1996-09-01,Blackpool,45763.654127516915
1996-09-01,Blaenau Gwent,32959.025714072086
1996-09-01,Bolton,47470.721127462144
1996-09-01,Bournemouth,57697.134858132464
1996-09-01,Bracknell Forest,77626.978441009953
1996-09-01,Bradford,49575.191827478178
1996-09-01,Brent,79298.39954198034
1996-09-01,Bridgend,56846.211806481675
1996-09-01,Brighton And Hove,54416.80166125347
1996-09-01,Bromley,90342.616464427032
1996-09-01,Buckinghamshire,88359.426383848317
1996-09-01,Bury,49516.490321843434
1996-09-01,Caerphilly,46997.569749023467
1996-09-01,Calderdale,47261.220614783459
1996-09-01,Cambridgeshire,63582.153584122585
1996-09-01,Camden,142237.46612840239
1996-09-01,Cardiff,55114.737595654689
1996-09-01,Carmarthenshire,44940.681362194679
1996-09-01,Central Bedfordshire,62313.568189036552
1996-09-01,Ceredigion,54541.633776207585
1996-09-01,Cheshire East,61011.296549147693
1996-09-01,Cheshire West And Chester,62384.085019227408
1996-09-01,City Of Bristol,49960.99282449195
1996-09-01,City Of Derby,43988.659329219015
1996-09-01,City Of Kingston Upon Hull,43397.322846033552
1996-09-01,City Of Nottingham,43947.411691728958
1996-09-01,City Of Peterborough,46566.214331097864
1996-09-01,City Of Plymouth,44650.998797572858
1996-09-01,City Of Westminster,155563.48554748757
1996-09-01,Conwy,51573.603023356904
1996-09-01,Cornwall,54528.855630644095
1996-09-01,Coventry,45135.338776391305
1996-09-01,Croydon,80155.614016047984
1996-09-01,Cumbria,49938.36640969252
1996-09-01,Darlington,50823.44467080621
1996-09-01,Denbighshire,48956.5303450637
1996-09-01,Derbyshire,50490.002798726557
1996-09-01,Detached-All,92490.223665590864
1996-09-01,Devon,60894.263654601898
1996-09-01,Doncaster,46004.688802935016
1996-09-01,Dorset,70366.25979295178
1996-09-01,Dudley,55350.343450407359
1996-09-01,Durham,46381.030755393404
1996-09-01,E&W-All,59878.306088706486
1996-09-01,Ealing,90139.589169084051
1996-09-01,East,60953.614606097406
1996-09-01,East Midlands,52200.835611933348
1996-09-01,East Riding Of Yorkshire,58131.333045162573
1996-09-01,East Sussex,60270.399294896626
1996-09-01,Enfield,83772.632487972136
1996-09-01,Essex,65232.724285840559
1996-09-01,Flat-All,55625.670603524239
1996-09-01,Flintshire,51858.96935881651
1996-09-01,Gateshead,44147.294595514417
1996-09-01,Gloucestershire,62608.385457376848
1996-09-01,Greater London,96617.155138298665
1996-09-01,Greater Manchester,48298.027170329857
1996-09-01,Greenwich,76919.509305607484
1996-09-01,Gwynedd,46472.413517016561
1996-09-01,Hackney,78163.888282178377
1996-09-01,Halton,47791.927879458271
1996-09-01,Hammersmith And Fulham,126960.29169646777
1996-09-01,Hampshire,74848.485768292318
1996-09-01,Haringey,88980.393568447907
1996-09-01,Harrow,89026.420305009349
1996-09-01,Hartlepool,48246.017127114021
1996-09-01,Havering,85662.2551765768
1996-09-01,Herefordshire,66420.093210982814
1996-09-01,Hertfordshire,79472.366365161142
1996-09-01,Hillingdon,82412.538250181387
1996-09-01,Hounslow,89638.916784690737
1996-09-01,Isle Of Anglesey,47040.284791456041
1996-09-01,Isle Of Wight,49126.731178273105
1996-09-01,Islington,108545.685379146
1996-09-01,Kensington And Chelsea,214037.26538271585
1996-09-01,Kent,63659.063931585653
1996-09-01,Kingston Upon Thames,91576.870460832157
1996-09-01,Kirklees,53259.83377509992
1996-09-01,Knowsley,55332.940075102058
1996-09-01,Lambeth,82728.542814126049
1996-09-01,Lancashire,51485.753596622031
1996-09-01,Leeds,55044.890638780205
1996-09-01,Leicester,44491.749314303037
1996-09-01,Leicestershire,59961.691462363706
1996-09-01,Lewisham,71888.574353757052
1996-09-01,Lincolnshire,50730.950550184847
1996-09-01,Liverpool,48867.456373479254
1996-09-01,London,96617.155138298665
1996-09-01,Luton,46607.322967321605
1996-09-01,Manchester,40880.009351610046
1996-09-01,Medway,51455.343555970932
1996-09-01,Merseyside,50404.513419037219
1996-09-01,Merthyr Tydfil,32097.36340361867
1996-09-01,Merton,91324.752155305541
1996-09-01,Middlesbrough,48657.040902839595
1996-09-01,Milton Keynes,56284.803863530949
1996-09-01,Monmouthshire,67068.987960768965
1996-09-01,Neath Port Talbot,43014.459338446926
1996-09-01,Newcastle Upon Tyne,47750.39672380883
1996-09-01,Newham,64074.825927099475
1996-09-01,Newport,51359.008731579699
1996-09-01,Norfolk,50687.475351199144
1996-09-01,North East,48976.724081088716
1996-09-01,North East Lincolnshire,44175.197929066948
1996-09-01,North Lincolnshire,48510.479787757642
1996-09-01,North Somerset,65071.877266632415
1996-09-01,North Tyneside,52488.666117694047
1996-09-01,North West,51034.726443949941
1996-09-01,North Yorkshire,63722.586319836948
1996-09-01,Northamptonshire,54056.015206202756
1996-09-01,Northumberland,53920.054679933935
1996-09-01,Nottinghamshire,53611.205494447073
1996-09-01,Oldham,42941.047415461864
1996-09-01,Oxfordshire,79447.040882603964
1996-09-01,Pembrokeshire,48329.074239742389
1996-09-01,Poole,68201.19721140404
1996-09-01,Portsmouth,54220.834151574723
1996-09-01,Powys,53935.224555927001
1996-09-01,Reading,67544.494609284389
1996-09-01,Redbridge,89299.341951663402
1996-09-01,Redcar And Cleveland,54465.323954521416
1996-09-01,Rhondda Cynon Taff,37321.83707411385
1996-09-01,Richmond Upon Thames,121220.57587394147
1996-09-01,Rochdale,48573.644949737907
1996-09-01,Rotherham,48425.206878377292
1996-09-01,Rutland,76880.156746272274
1996-09-01,Salford,47172.882157136177
1996-09-01,Sandwell,48460.79030431404
1996-09-01,Sefton,54157.466208063612
1996-09-01,Semi-All,56331.625100567631
1996-09-01,Sheffield,47626.273411404989
1996-09-01,Shropshire,61099.517366507585
1996-09-01,Slough,62348.050522974445
1996-09-01,Solihull,76271.698651619809
1996-09-01,Somerset,59107.394110265617
1996-09-01,South East,71765.857279117045
1996-09-01,South Gloucestershire,62918.987033588877
1996-09-01,South Tyneside,47312.875948825029
1996-09-01,South West,59040.19833261663
1996-09-01,South Yorkshire,47218.961470242924
1996-09-01,Southampton,53658.696845549013
1996-09-01,Southend-On-Sea,48919.609163107089
1996-09-01,Southwark,85142.798946215364
1996-09-01,St Helens,48121.69265675627
1996-09-01,Staffordshire,56474.79735806751
1996-09-01,Stockport,56844.385460474652
1996-09-01,Stockton-On-Tees,56256.738857691787
1996-09-01,Stoke-On-Trent,39657.396135907518
1996-09-01,Suffolk,54899.790027512194
1996-09-01,Sunderland,47098.077741873138
1996-09-01,Surrey,98243.223389238643
1996-09-01,Sutton,81472.111682509436
1996-09-01,Swansea,49320.518924677934
1996-09-01,Swindon,56826.272132295591
1996-09-01,Tameside,47360.324663547886
1996-09-01,Terrace-All,46702.281656030871
1996-09-01,The Vale Of Glamorgan,62166.177101147849
1996-09-01,Thurrock,53173.772640228191
1996-09-01,Torbay,54006.386842829903
1996-09-01,Torfaen,45139.431396909196
1996-09-01,Tower Hamlets,96232.889874148881
1996-09-01,Trafford,62269.017193182153
1996-09-01,Tyne And Wear,47899.600090873631
1996-09-01,Wakefield,53359.161060025443
1996-09-01,Wales,49301.892417688527
1996-09-01,Walsall,52472.305123520382
1996-09-01,Waltham Forest,67007.148934614219
1996-09-01,Wandsworth,94198.357046356425
1996-09-01,Warrington,59855.605670521349
1996-09-01,Warwickshire,64537.338068601195
1996-09-01,West Berkshire,82092.407531587087
1996-09-01,West Midlands,51383.213714838079
1996-09-01,West Midlands (region),56374.068400808646
1996-09-01,West Sussex,69376.129150506124
1996-09-01,West Yorkshire,52466.409395165232
1996-09-01,Wigan,47246.161481808304
1996-09-01,Wiltshire,68140.130502434229
1996-09-01,Windsor And Maidenhead,107172.92427885672
1996-09-01,Wirral,48344.224624469163
